overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,style,image
1.0,False,"11 2, 2011",A22RIGUDAHQ5U0,B0010AYJXI,Good Morning America,"With all the hype I thought this game would be something special, what it turned out to be was a thankfully short, boring stinker. The story was lame and the action tedious and redundant. Also a few years before the game was actually released all the previews were totally different, there were images a cloaked baddies, and a totally interactive environment. This game feels like it started out as a huge sprawling sandbox action/adventure/horror/mystery then due to budget cuts ended up a lame shooter.

Graphics -
+ Nice, environments were very detailed
- Environments all looked the same.

Combat
Innovative system of breaking down enemy shields with a flash light then shooting them to kill them. Cool at first, gets old real fast.

Game-play -
This game consists of going from point a to point b and getting to a plot point then repeat. There are 3 types of enemies, and a couple of unimaginative bosses (a back-hoe for example). The environments while nicely detailed all look the same, with little to no thought in the level design, often you just head in a straight line through a generic forest, a generic building, or a generic office. The is combat fun at first, but once the novelty wears off (about 15-20 minutes) it get's boring. what makes matters worse is the cheap shots the enemies take. You'll find yourself just walking along or worse, fighting off a horde of baddies, when all of a sudden they start spawning right behind you, basically right on top of you. This happens so often and becomes so damn frustrating that you'll be tempted to quit, not due to the challenge but due to the fact that the game just isn't fun enough t keep you caring. I finished the game in a day, yeah it's that short, and that easy (minus the cheap shots.)

Re-Playability -
None, getting through this stinker once is a test of will-power

Verdict -
Possible rental, if it's cheap, or borrow it from an unfortunate friend who got taken in by the slick packaging. You shouldn't pay more than 5 bucks for this, if you are really, really curious though.",Stiiiiiiiiiiiiiiiiinker! P U,1320192000,,,
1.0,True,"03 3, 2015",A25RUWTVZVJLZD,B00MU1YENG,Benjamin S,"Activision have created another Call of Duty game, adding more needless and useless features, further burying the video game saga in the muck and mire of overcomplication. The bugs and issues with this game seem to be the only constant aside from the massive amount of cheaters in online gaming networks. If you want to spend hours in frustration, pondering why you wasted your money, then this is the perfect game for you. Activision's customer support for this franchise is nonexistent, since they already have your money. Don't waste your time on this game, when its predecessors (any of them) are a much better choice.",Call of Doody,1425340800,4,{'Format:': ' Video Game'},
1.0,False,"06 15, 2009",AYW23ZT2ZCXN4,B000035XUZ,Vocaloid,"This game has seen its life. It lacks the motivation and breath-taking function of others of its genre here on 2009. I find Clocktower for the SNES to be more entertaining.

-The graphics-

Fuzzy character sprites, blood that is so cheap that it looks like red paint? Resident Evil took a whipping in the visual department. The zombies look like Re-Deads. And a brownish/black fuzzy blob is not scary, it's funny. There's been games like Tomb Raider and Croc that visually look better yet they are both PS1 games.

Like a Sweet Home spinoff, Resident Evil starts out with very little weapons, but with scarce ammo. The one major difference between these two however, are the controls.

That's right, i'm talking about button-busting control schemes. All the earlier RE games have an annoying tendency of allowing the character to die, a lot. When other games came out (and before) the controls were smoother, RE insisted that the characters turn painfully slow away from an approaching zombie, just giving the zombie enough ample-time to latch on to have lunch, breakfast, and dinner.

Now what's so scary about this game?

Is it given that M-ratings were considered 'rare' back on the PS1? The script? Or 'knowing' some zombie is gonna come out of that hallway sooner or later? The game starts with the player arriving on the grounds of the mansion (in a grainy video) then inside. Immediately there is conversation. The voice-acting is dull, un-lively and boring. Do I care that there's blood on the floor? No, why? because it looks like paint, that's why! Don't mind the plain-in-sight dead-body laying in the corner there, it's decor! Or not. Again, the voice-acting is as bland and convincing as a monologue broken-record. Ahh. Something's there. Ahhhhh. Bad acting produces bad results.

Given that it was the first RE game may be the reason for its praising, considering both it's puzzle-like feature of finding items/unlocking rooms and of course, the zombies in a squashed polygon-rendered environment. But by today's standards (Fallout 3 anyone?) this game simply doesn't cut it. Silent Hill has a remake of it's first game, it may be worth a try. But as for RE 1 original, it's a rent. Try the other games before considering this.",Residential Slump,1245024000,4,{'Format:': ' Video Game'},
1.0,True,"11 4, 2012",A2SSBTV5US30QL,B0014UGK4U,James Hunt,"I never got to play the game.  When installing, it made me go online to activate - and crashed.  I didn't realize before purchasing it that it was a Windows Live game.  According to what it said in the install process you have to be signed in if you want to save the game!  Ridiculous - I won't knowingly purchase another Windows Live game.",Windows Live - did not install,1351987200,,{'Platform:': ' PC'},
1.0,True,"06 5, 2009",A22I9HO2VJEA7B,B0014DUYO4,Lady H,It's not a game it's a hard plastic protector to put your DS Lite in. Though it's nice we had thought it was supposed to be a clear vinyl protector but it stil works to keep my daughter from damaging her DS LIte when she accidentally drops it.,DS lite protector,1244160000,,{'Color:': ' Nintendogs Version B'},
1.0,True,"09 22, 2013",A1I4WE175NSVID,B008U5ZM6E,Joe,"I bought this keyboard and was really excited about it. I have liked and used razer products for years and I never had any problems before, until I got this keyboard. Right away I would notice that on occasion, while playing games, keys would stop working and I would not be able to type anything.

It gets worse. When I unlock my computer after stepping away from it and letting it go into standby, I found that 2 out of the 3 times I came back into windows, things got weird. I would immediately hear the windows default ping sound that sometimes goes off and my computer would go haywire. Anytime I tried to open a web browser, dozens of the browser windows would come up. If I tried to close one, it may close but usually a few more windows would just open up. I did a few things to experiment to make sure it was the keyboard. I tried to do a google search and randomly it would put a space in between most of the letters of whatever I tried to type into search field. If I managed to get to somewhere on the web page, like a website that would have a online cart to put something I might buy in before checking out, it would put in multiple copies. If I changed the quantities, then without doing anything, the quantity would immediately start going up to multiple copies again. If I tried to open anything else, the windows pinging sound would just start going off repeatedly until I clicked on something else. I figured all that from all this weird stuff going on that it couldn't be the mouse because it wasn't moving on it's own and clicking on things like the quantity of the shopping cart so that wasn't making it go up and if I clicked on a different program after the one that started pinging all the time, it would stop and then start back up again one something else if I clicked on anything else. If I tried to restart my computer from the start menu, my start menu would start flickering like it was being closed and reopening dozens of times unless I clicked on something else so I couldn't get it to restart and would have to just hit the reset button on my case to just restart it. The problem with that is then 2 out of 3 times I restarted, both my mouse and keyboard would turn off somehow and just stop functioning completely. Sometimes it's one or the other but if I kept restarting another 3 or 4 more times, they would eventually both start working again when it gets it windows and I can login. After resetting the computer and getting back into windows with both periphials working again, then my computer would be fine until my system goes into standby and I wake it up again.

I figured it has to be the keyboard because of the few times the buttons stopped working after I first got it. Plus all those issues could have come from different keyboard shortcuts being used randomly for some reason. I am thinking it's a driver issue that got downloaded with the synapse 2.0 system but I can't figure out how to get the drivers to flash them and see if that fixes it. The problem there is that for this keyboard on razer's website, the only drivers that they have for the keyboard is the drivers for synapse. If they were listed on the website and we were given access to it, I might be able to fix it but it's possible I would still have the same problems. I don't know what to do and it's got me on my last nerve. I would send it back but I don't want to replace it with the same model and I don't think I can get any money back because it bought it here on amazon and not through razer. Most likely I will just buy another keyboard but not this same model and probably not from razer unless I just find one I like that doesn't have reviews mentioning similar problems. I do believe in brand loyalty and I have never had a problem with any of the old razer mouses and keyboards I have used before which wouldn't stop me from looking into other razer keyboards if I can find one without similar problems.",Problems galore,1379808000,,{'Style:': ' Ultimate'},
1.0,True,"11 2, 2014",A3UW2SDHB0ECBO,B009EWHKAI,Hani A. Al-Saggaf,I hate the the graphic on this game,One Star,1414886400,,{'Format:': ' Video Game'},
1.0,False,"07 16, 2015",A2WNWQT4OIPNBK,B00576U8CC,Kelly Hanna,"game says 5 gb download, but you'll actually need over 11 when you take unto account the multitude of patches.  I'd like to comment on gameplay, but never got through all the patches.  I startef running into memory issues during the patching process and eventually gave up.  Guess I'll go back and try Destiny again.",much motr than 5 gb needed.,1437004800,,{'Format:': ' Video Game'},
1.0,False,"08 8, 2009",A2KV5OBYIFCZE5,B000XJD32U,F. Todd,"I always loved the orginal Zoo tycoon on the computer. So when I saw Zoo Tycoon 2 on the DS, I picked up a copy thinking I could have the same amount of fun, only portable. I was wrong. The game is nothing like the original. It's much simpler, and you can't really build impressive zoos. In the orginal game, you hire workers to care for the animals. You can still do that in the DS game, but I still found myself trying to care for the animals. And by care, I mean play annoying little minigames. You're options are severly limited in this version. You can't  build large, good looking areas for guests to sit and eat. There's only a couple buildings you can build, and even with research, there's not that much to build. And it's not even worth it to make buildings anyway. In the orginal Zoo tycoon, it was easy to make several buildings, and they would all generate a lot of profits. In this game, no one even bothers. THe upkeep is almost always more than the money earned. So it's a loss. My finalm complaint is the size. You're only allowed 30 animals, and there's very little space. I filled up over half my zoo with 5 exhibits.

This game seemed to have so much potential. The first Tycoon games were great. But, you can do a lot more in that game, even though it was made several years ago. Even the graphics in the sequel didn't come close to the original. This version was so downgraded, it lost what made the game fun.

If you remember the older games and loved them, keep playing those, this game just can't compare.",Huge Letdown,1249689600,6,,
1.0,True,"03 20, 2012",AY88EFORA594U,B005X6QNTI,A. Spohn,"[...]

Capcom has released a full game and charged full price for 60% of it. DLC has become a staple of this industry and its not surprising companies are trying to add more content to keep the title played longer.  This is the opposite.  This makes me want to get rid of this game and not purchase the next one they release.",Capcom thinks we are stupid,1332201600,33,{'Platform:': ' Xbox 360'},
1.0,True,"04 4, 2009",A31GHUVQ0N2NXH,B0014468XE,BirdOPrey5,"I loved the original Sim City and I thought Sim City 2000 was probably one of the best games for the PC ever... I also had Sim City 3000 which is where the buggy interface started detracting from the gameplay and I had Sim City 4 back when it originally came out and the game was basically unplayable. I had hoped after many years without thinking about it that they'd have 'fixed' the game but they haven't...

Sim City 4 Deluxe is too buggy to play... I had it on for just an hour or so and the game just closed, no warning, no opportunity to save... even during play setting up roads and water pipes aren't fun because things just don't work like they should- To get roads and highways to connect like you want is a real pain- this is a GAME it's supposed to be FUN- don't tell me these roads don't fit together- just MAKE THEM FIT... the same with rewards and special items like the Marina- it takes forever to find a suitable spot to place these things- once again- let me place them and let the game deal with whatever is has to to make them fit.

Worse then the play options was the setting up of the game... It takes 2 discs to install - the second disc however was bad/blank... my computers couldn't see ANY data on the disc and the install wouldn't complete- I had to borrow the 2nd disc from someone else to complete the install- if I didn't know someone with it I'd be out of luck.

Everything about this box is annoying like this... avoid it- this isn't the Sim City you remember. :(

Also laptop users- FYI- the outside of the box says that laptop video cards (even if they meet the 128 MB memory requirement) are NOT SUPPORTED- they may work, they may not and if they don't the publisher doesn't want to hear about it- so don't waste your money or time if you planned to use this on a laptop.",Great concept but still too buggy to play - skip it.,1238803200,6,,
1.0,False,"01 8, 2013",A4GSQJBIIWK5I,B004UDLRMS,rebecca,I stopped playing within 20 minutes. The storyline is retarded. capcom should be ashamed they made this game. Hopefully re6 isn't this bad,are you kidding me?,1357603200,3,{'Format:': ' Video Game'},
1.0,False,"04 6, 2009",A3MLR8MDP5RXGE,B0012N5MIO,Amir Alturkistani,"I'm rating this game 1 star because Capcom didn't give us a demo.
I live in a place where it is impossible to get to a game rental store and I don't have a car. So unless the game is horrible there is no reason to make demos available for us. I buy all my games from Amazon.com, so I must make sure that I like the game before I buy it and the only way to do that is by playing the demo.
I see the 5 star reviews but I really find them unreliable, cause one I bought headphones according to the amazing reviews but the headphones really almost ruined my ears and left me deaf and I returned them on the same day I got them, so the only find the one star reviews reliable.",where is the demo??????????,1238976000,,{'Format:': ' Video Game'},
1.0,True,"04 14, 2012",A2PIQ3696HW0OR,B006W41W3M,VisualSmith,"I preordered these to replace my X41's.  The release was pushed back several months but they finally arrived.

My X41's have one serious flaw - they pop every time a wireless device accesses WiFi and can interfere with access speed.  This new set fixes that one problem but fails to deliver the same quality sound and construction.

NOT PAIRED - INSTRUCTIONS ARE WRONG
Out of the box the headset was NOT PAIRED with the transmitter.  The instructions to do this procedure ARE WRONG.  I  thought my set was broken!  Follow the first part of the pairing steps but on the transmitter, only hold the pair button until it starts flashing, then release and wait.  It is horrible that the instructions provided are wrong.  I found the solution in a review on another site.

BUZZ - ANNOYING
There is no more pop or hiss like in the older models.  This headset has clean, pure sound - except for the buzz.  The buzz was predominately in the right side and was unaffected by cable or input combinations.  Like the other reviewer on Amazon noted - the frequency and volume varies which makes it hard to ignore.

SOUND QUALITY - POOR
If you have X41's you will be disappointed in the sound quality of Turtle Beach's newer headsets (see my other reviews).  I'm not sure if they are using lower quality components but the new models sound like you have your finger in your ears!  Even with the bass boost on, the bass doesn't come close to the X41's.
This headset also has a harsh compressor or limiter that keeps the volume at a constant level.  It might seem like a good thing but it starts to get weird when your gun is quieter than the sound of boots on the pavement around you.  Unlike the higher models, there is no way to defeat this.  This is not an issue with the X41's

BUILD QUALITY - CHEAP
You paid how much for these?  They feel like a product that costs $20.  There is a noticeable difference in build quality and feel versus the older X41's.

SUMMARY
Stay away!",BUZZZZZ Will Drive You Crazy!  Not Working Out of Box - FIX!,1334361600,17,{'Edition:': ' Surround Sound'},
1.0,True,"05 1, 2017",A3ACYSQ9TEJK8I,B016JT33PY,Allen Ranar,Broke in the mail,Meh,1493596800,,,
1.0,True,"09 15, 2010",A16ZSJ9369G926,B0014QAO3C,mimiamo,"i don't agree with other positive reviews, got stuck every 10 min ...searching all the levels for a clue that is not found anywhere................bored disapointed, so i turn the game off waist of money and time",frustrating,1284508800,2,,
1.0,False,"12 15, 2001",A3DLZ57U7AT6EJ,B00005NZ1J,Andrew G,"When I saw trailers for this game, something looked really fishy, and when I finally bought the game and played it myself, I found the problem. This game seems to have some serrious bugs having to do with the steering. Not only this, but the game is down right impossible, and you have to earn every conflabbed car! Also, when you earn ""kudos"" the game takes a while to process the information, and, finally, when your are done sliding or whatever, you start again, and if you hit a wall after that, a matter of seconds after you are DONE sliding, you will lose all of your earned kudos from that, and all of that hard work vanishes into dust. Also, back to the steering, the game seems to slip and slide very easily, even if you just tap the stick at 90 mph... the biggest complaint though is that this game was supposed to take ADVANTAGE of the system, with great graphics, this game is laggy, slow, and has terrible gameplay. Don't make the mistake that I did with this game. This is a horrible game on the xbox, and it makes me feel one more ounce of anger that the xbox couldn't shape up the games that came out on release. There have been many games so far on the xbox that have been eye candy. DON'T BUY THIS GAME! YOU WILL REGRET IT LATER!",Eye Candy!,1008374400,,,
1.0,True,"06 15, 2015",A1G73HAFAENDG8,B00KVKDNY4,Jake,"Very good grip. I have sweaty hands when I play unfortunately and these have stopped the sweating right away. Installation is easy and the grip works very well.

EDIT: So I tried to take these off because they started peeling on the bottom so I figured maybe I was wrong about the grips. TERRIBLE. TERRIBLE, TERRIBLE IDEA. THE GRIPS RUINED MY CONTROLLER. The adhesive that squidgrips uses STICKS. IT DOES NOT COME OFF. My controller was sticky everywhere and I had to throw away a WHOLE controller because of this BS",NOT WORTH IT WHEN YOU TRY AND TAKE OFF THE GRIPS.,1434326400,3,{'Platform:': ' PlayStation 4'},
1.0,True,"09 14, 2014",A1AZSJIXA9NSI,B00JK00S0S,Diego,Good,One Star,1410652800,3,"{'Edition:': ' Standard', 'Platform:': ' PlayStation 4'}",
1.0,False,"01 12, 2001",A10DIDVYDN2Q5Z,B00004WHWG,M. Alterio,they never made a mac version of collector's.,not fair,979257600,,,
1.0,True,"11 30, 2015",AGLGPBBW6F7BI,B00U33Q940,crocodile man,"I really wanted to love this device. I got a killer deal on it and was so pumped to have it be my new 4k tv's best friend. Ultimately though, this device isn't user friendly enough and is lacking in far too many areas to justify a purchase at all. I honestly have no idea who this product is for. Its screaming fast hardware seems bottlenecked in every way by the Android OS. Sure things load crazy fast, but there's hardly anything to watch or do on this device. The whole point of this box for me is 4k, but there's no way to find 4k content quickly, or even at all really. Cross app search is half baked at best, and the app store is extremely limited. No Spotify. No Amazon. No Ultraflix. It doesn't even have a web browser! Sure, people mention side loading as an option, but should I really have to mess with a media streamer to make it halfway usable? Plus, side loaded apps don't even show up on your home screen, and most of them don't work with the remote or controller. Finally, if the Nvidia gaming cloud streaming service your jam, the library is so limited it will leave you scratching your head. I give up and I am returning it.",Confusing and hampered,1448841600,2,{'Edition:': ' New'},
1.0,True,"01 28, 2012",A1II27RI0VPWQH,B004NSVDCO,hayesmi1,"I almost made it to the end of this game, when it crashed and corrupted my save game.  Since it autosaves I would have to play the whole thing over.  The fact the game is addictive and fun to play just makes it that much more annoying when bugs like this happen, just like they did in AC2.  Ubisoft's customer service is also terrible, and they are rude about it too.  Avoid wasting your time and money.

I did figure out a workaround, which also works in the other AC series games.  You have the find the save games file, which differs by your OS.  Google it for specifics.  Then save duplicate copies of the file periodically.  A mild pain but better than losing your saves.  You have to do it ahead of time, though.",Buggy programing and bad customer service,1327708800,,"{'Edition:': ' Standard', 'Platform:': ' PC Download'}",
1.0,True,"07 8, 2016",AEUT4MUMNT2S8,B01DPUVMNU,Bradley,"Completely disappointed by this game. The movement is terrible, the graphics are garbage (yes I realize this is an older ported game but it's soooo bad). I have always been a fan of zombie games but this is way more of a building Minecraft style game. The fighting is so bad, I did all the right moves and still died and had to start all over. Sorry just not my cup of tea. If you are looking for a Zombie Survivor game, in my opinion look elsewhere.",Didn't like this at all.,1467936000,6,{'Platform:': ' PlayStation 4'},
1.0,False,"04 11, 2003",A3E33O7XU2MYL2,B00005NISJ,Amazon Customer,"I thought about buying this game. I'm glad that I didn't. My little brother let me borrow his copy of the game. I am glad that I played his copy before buying this piece of trash.
It is a shame to rip off little kids like this.
There is *~NO~* action at all. All SpongeBob does is jump around. Can we say a captail BOARING!! Don't waste your time or your money on this piece of trash.
I love the SpongeBob game for Game Boy Color. I can't wate to try the SpongeBob game for PS2 (Playstation 2) and the GBA (Game Boy Advance). I bought my little brother SpongeBob for Game Boy Color and he let me play it I just LOVE it and I am not a fan of SPongeBob's. I don't watch the show. I will only watch it if my little brother is watching it.
I would have given this game zero stars but that is not an option.",This Game Sucks!!,1050019200,4,,
1.0,False,"11 14, 2011",A1P4KUKN2UUEQU,B00503EAG2,Adam Webb,"If you've played any of the other CoD games, you'll be surprised by this game. And by, you'll be surprised, I mean that you won't even be able to tell that it's a separate game in the series. It's MW2, with basically some new maps/skins. MW2 was same as CoD: World at War, etc. $60 is way too much to spend on what equates to an expansion. It even still uses DX9c, and looks like a terrible console port, yet again. Don't waste your time on this one.",CoD: Just Like Every Other One,1321228800,7,{'Platform:': ' PC'},
1.0,False,"02 16, 2002",A3DLZ57U7AT6EJ,B00005N7YM,Andrew G,"I wrote a review a while ago about this game saying how it was going to be bad because this game is definetely eye candy (if u could even call it that). I just played the multiplayer demo yesterday, and it was highly dissapointing... the game has so many bugs i cant describe them all... but here are a few:
1. VERY LAGGY
2. CAN't HAVE 5 GUNS AT A TIME. MAXIMUM OF 3
3. CAN't BIND SOME OF THE CONTROLLS TO THE KKEYS THAT U WANT (EXAMPLE: Can't bind strafe left to left arrow key)
4. When you reload, it will do the reloading animation twice or even more sometimes
5. After reloading, it will shoot uncontrollably
The game is good for one reason. The creativity. No company would think about making a top view war strategy game and then make a sequel to it except it was a first person shooter in the eyes of a soldier in the game. So the only good thing about this game is the creativity. You can see why this game is bad now. Prepare to be dissapointed if you buy this game. Hope this helps, PEACE",I was expecting MUCH bette,1013817600,2,,
1.0,True,"01 15, 2015",A2N3X38O0T6Y3M,B004X56PWK,jonathan,no,One Star,1421280000,,{'Format:': ' Video Game'},
1.0,False,"08 28, 2012",A2J55HYXQYGZXB,B002I0GKA4,J. Acosta,"Yes, the game is fun...WHILE YOU PLAY IT ONLY FOR THE FIST TIME, because it won't let you re-play the game again from the beginning if you already have a SAVE file created.

Capcom made it impossible to erase saved files OR CREATE NEW ONES from the start.

This game has ZERO replay-ability once you finish it, you can't go ahead and experience it from the beginning ever again!  This game is only worth $5.00 at most.

Once it's completed for the first time, then might as well trash it...DON'T SUPPORT THIS TYPE OF BAD BUSINESS.",ONE GameSave Allowed!  Don't Support This Bad Practice.,1346112000,5,{'Format:': ' Video Game'},
1.0,False,"11 19, 2014",A322BQSFMYED2Z,B00KAED6Y8,Guzman,"Ubisoft did a really bad job! The game had to be installed through Uplay and the game is still full of bugs! After I spent all night waiting for Uplay to download the game, which by the way would have only taken me an hour with Steam, the ga,e freezes with a black screen after you launch the game. The Farcry 4 title pop-up and then the game goes into window mode and stops from there. After and hour of frustration and trying everything in the book from restart to making sure my anti-virus and firewall are working properly I reinstalled the game again over night and nothing worked. From there I went to the forum of Farcry which is Ubisoft and saw that ton's of people are having the same issue from Downloaders to people who bought the install disc.

Then Ubisoft comes out with a day one patch. But that didn't work either. Later I stubble across something interesting on the forums. People started to unplug certain USB devices and that's when the started to play. Apparently  Ubisoft doesn't like you to have more than one keyboard plugged in at the same time, or gamepad, or wireless controllers. So if you have Multiple USB gaming devices plugged in and Farcry isn't starting, just start unplugging and eventually it should work.
I am not happy with this work around but I can at least try and enjoy this poorly released game. This will most likely be the last time I buy a Ubisoft game. Ubisoft had plenty of time to work this out and should have known that PC gamers have a wide variety of gaming devices. PC gamers are not console gamers and the software should be built for the ultimate PC gamer. I have a Keyboard, a Gaming Key-pad, and a Wireless controller. I should be able to have all three plugged in and use which ever I please without the game freezing up.
I was amazed at the fact that the game instantly stopped working the moment that I plugged in one of my gaming devices that it didn't like.
Next time Ubisoft, DO YOUR HOMEWORK!  This game gets a one star for several reasons, Uplay taking too long to download, Unable to play the game first day, horrible patch that did nothing, not testing the product correctly, and for not answering your customers on this issue immediately.",UNPLUG YOUR USB GAMING DEVICES!!,1416355200,41,"{'Edition:': ' Standard', 'Platform:': ' PC Download'}",
1.0,False,"10 14, 2008",AAW7H68LP67M,B00140P9BA,Ferdinand,"Buyer beware - the product description does not describe some important aspects of the game.

This game requires an internet activation, so if you have no internet connection you can't play. Also you are limited to 3 activations - so effectively you are not buying and owning your game, you are merely renting the game.

This game secretly installs copy-protection software called SecuROM which can cause many problems for your computer, some of which are:

1. When installing the game the user is not informed that SecuROM is being installed.

2. SecuROM denies administrators full access to their PC, and blocks the administrator from editing certain parts of the registry.

3. SecuROM can interfere with the operation of hardware, specifically disc drives.

4. SecuROM can interfere with the proper operation of software.

5. When the game is uninstalled SecuROM is not uninstalled - it remains permanently on your computer.

6. The manner in which SecuROM runs on your computer is similar to that of malicious software called malware, and many people do indeed consider SecuROM to be malware.

Currently two class action lawsuits have been filed against Electronic Arts (EA) for their use of SecuROM.",An expensive game rental which installs malware,1223942400,159,{'Format:': ' DVD-ROM'},
1.0,False,"12 27, 2016",A39PZD704Y7ZVC,B01EZAA2ZI,Joe Orlando,This game sucks. Nuff said,Trash homie,1482796800,,"{'Edition:': ' Legacy', 'Platform:': ' PlayStation 4'}",
1.0,True,"03 4, 2016",A1HF3K6L0HEJ7Z,B011HMDZ0Q,toddisit,"Not that much bigger than your average mouse which is disappointing because not many are made big enough these days. Arrived defective, laser did not track properly, erratic scan going in opposite direction of intended movement. You get what you pay for sometimes. This is probably a good alternative if you don't want to spend a great deal and get one that works. Gave up on it pretty quick. I have a high end mouse and wanted to see if I could get a larger sized mouse, this offered neither better ergonomics or functionality. I think this mouse is popular due to the fancy LED light scheme, beyond that, it's too cheap to be a quality mouse. Maybe if it worked the first time, my opinion would be different.",Cheap build,1457049600,,,
1.0,False,"07 29, 2012",A2L4W1M5YU5QX3,B006JKASCK,Njrg,"How do you make a profit? Just release a sleek portable mobile entertainment experience that only accepts a special, non-universal card format, and make it required to even do anything meaningful without it. Then cheaply produce said card with inferior standard transfer speeds.

For 25% of the price, you can get a MicroSD card that is literally 3 to 5 times faster, and is widely accepted among most devices. Genius of Sony to get rid of it's competition just by slightly adjusting the mold flash storage is made so that cheaper, faster, better, and more versatile alternatives are excluded, and the price unjustly priced several times than what they're really worth or cost of make.

It just goes to show that a company doesn't need to make great software and hardware to make profit. All they need to do is cheaply create something you don't want, are disappointed in,  but are required to have, and then jack up the price to unreasonable levels.",Genius for Sony.,1343520000,137,{'Edition:': ' 32 GB'},
1.0,True,"09 7, 2014",A3RR9FG8RIVI97,B001PA0FC2,Borg9,"This game is counter-intuitive. When I clicked on ""Tutorial"" it said, ""Read The Manual."" That was the sum total of the tutorial.","This game is counter-intuitive. When I clicked on ""Tutorial"" ...",1410048000,,,
1.0,True,"03 25, 2013",A3SNBGAZ0LH5QR,B009D4O0FK,Abraham Sanchez,"This controller is advertised to work as a Wii Mote or a Classic Controller for both the Wii and Wii U. There is nothing stated on the box or in the description stating that these things will brick for using it on the Wii U's Wii Menu, making these things useless for their purpose of being used for the Wii. If you're going to get Classic Controllers for the Wii or Virtual Wii, just get the Classic Controller Pro (the one that hooks up to the Wii Mote) as those are more worth it. Plus many people have also said their controller bricks after like 10 minutes, meaning too many defects.",FALSE ADVERTISEMENT!!!,1364169600,,,
1.0,False,"10 15, 2010",A1MJXSEWKYYFTT,B000KIF890,Zjwillie,"Maps are awful, and the minimap is just as bad. The enemies are spaces on a grid (nearly) and they gain levels with you!! I hate this, because you don't get stronger and move on to another area with harder enemies - the same exact enemies just get harder with you. Thus you could run around in circles killing zombies for 8 hours, get to level 30, and still whenever you go ANYWHERE the enemies match your level... zzzzz.","Great idea, terrible implementation.",1287100800,,,
1.0,False,"04 11, 2009",A330K1NZBFVCO2,B001FPBZ3U,Ice Cream Man,"How can they continue to release a product with such a high rate of failure????  1 in 3?  This is ridiculous.  And it's BULLSH**!!!  How come the PS3 or Wii don't have these problems?  You never hear about that.  It's just a matter of laziness and pure stupidity on Microsoft's part.  They haven't been in the console industry for long, and it looks like they won't be around long either.",Microsoft are the biggest crooks,1239408000,3,{'Edition:': ' Pro 60GB w/ 2 Bonus Games'},
1.0,False,"07 31, 2009",AMXE382DCAMQO,B000BLM5PG,ChomskyKnows,forget that this piece of garbage is a GTA clone for a moment...it doesn't even work...it has frozen on me 4 times in a row...unable to get pat 5% of completion due to freezes...inexcusable for a piece of trash that has been out this long to do this...,GTA clone; can't get past 5% due to game freezes,1248998400,2,{'Format:': ' Video Game'},
1.0,False,"07 16, 2007",A3TD7HLTDWZ382,B000NJIUZ0,Pikminfan,"I rented this game and played as both an autobot and a decepticon for a mission or two.  This was enough to occupy my time for roughly 20 minutes.  By then, I was already completely bored with the game.  For a game based on a property with such an innate cool factor, this game is excruciatingly dull.  It really has little to hold one's interest for more than a couple of minutes max.  While playing, I just couldn't seem to shake the ""been there done that"" vibe which seemed to permeate every aspect of the game.  I also found myself constantly fighting with the psychotic in-game camera.  The controls were likewise clunky and pointing at enemies with the Wii remote didn't seem to work half of the time.  During a large part of the action, I couldn't even see where I was going or who I was supposed to be fighting because my big lumbering oaf of a character was always in the way. Just like the movie upon which its based, this could've been something great.  Instead, it fails in almost every way.",Disapointing as the movie upon which it's based,1184544000,8,{'Platform:': ' Nintendo Wii'},
1.0,True,"08 16, 2013",A33NBZVLTZPMA6,B009GWKP76,Liquid Courage,"I bought this mainly for pitfighter and was disappointed to see they had removed some of the taunts, etc.  The remainder of the 30 games or so are just plain awful.  Sonic Ultimate Genesis is much more fun with better games.",Sonic Ultimate Genesis Collection is much better,1376611200,,{'Format:': ' Video Game'},
1.0,True,"11 14, 2014",AP0S3DS8DIJHE,B00BGAA3S2,Elizabeth Parks,"What a waste, son used it once, hasn't touched it since, in the closet collecting dust!",What a waste of $$,1415923200,2,,
1.0,True,"11 19, 2014",A3UWH6O7429Q5C,B000N1IZOO,Kohl Moberly,HORRIBLE WAS SHORTED OUT AND MADE MY GAMECUBE MOUTHFUNCION,One Star,1416355200,,,
